,label,question
1648,2,상태 가요 치료 무기력 하루 시간 시간 자살 시도 수차례 최근 충동 수면 유도 누구 정도 두리 경우 적응 최근 며칠 차례 면접 준비 부모 상황 이번 상황 사항 부모 걱정 이야기 이해 면접 회사 생활 사람 사람 얘기 건가 현재 머리 추가 항목 남자 여자
1649,2,인터넷 중독 인터넷 외국 거주 인터넷 중독 성적 바닥 정신 인터넷 당현 중독 경우 성적 미래 인터넷 따위 생각 인터넷 인터넷 거부 인터넷 인터넷 하루 성적 상태 죄책감
1650,3,우울증 인지 피곤 시간 시간 정도 요즘 고민 오늘 친구 카톡 친구 걱정 장난 짜증 평소 핸드폰 눈물 눈물 상태 걱정 엄마 우울증 오랫동안 지금 완치 우울증 모습 이것 스트레스 우울증 스트레스 때문 불면증 때문
1651,2,내공 미국 유학 단어 이상 불안 종이 손톱 눈물 단순 스트레스 정신병 심장병 때문 머리 주변 멀리 사람 정도 상처 때문 때문 기억 예전 전시회 엄마 예전 기억 이상 건가요 상담 필요 가요 학교 불안 우울 상담 우울 증자 진단 우울증 상담
1652,4,혈액 공포증 놀이 공원 기구 고소공포증 혈액 상처 코피 아침 통조림 손가락 방울 구토 구토 정도 머리 손가락 휴지 정신 생각 동생 입술 방울 생각 정신 정신 입맛 온몸 당황 다음 물건 영화 누가 정신 정도 동생 사람 조금 건지 극복 다음
1653,2,과도 게임 게임 아침 생활 리듬 완전 군대 불안 병원 불면증 건가요 수면 리듬 건가요 부모 말씀 군대 자야 생각 때문 진정 잡생각 이거 방법 정신 성격 내성 우울증 불면증 정신과 정신 기록 보험 인터넷 자기 우유 운동 수면제 군대 예전 이번 의사 선생
1654,5,강박 질문 답변 감사 집중 역할 근본 치료 자신 이게 요지 강박 강박 증도 누구 가지 증상 증상 치료 말씀 진단 코드 강박 약물 복용 근복 치료 강박 역할 건가요 의료 보험 공단 혜택 급여 들것 영향 기록 혜택 건가요 의사 선생 추천 강박 해결 방법
1655,2,이유 우울증 이유 고등학교 대학 걱정 부모 친구 사이 남자 친구 외모 부정 사회 적응 입맛 이유 이유 자해 마음 이유 건가요 정신 병원 주변 생각 부모 무리 밤새 생각 건지 걸까요
1656,4,불안 증세 학생 답변 감사 볼펜 거린다 던지 전다 손톱 일정 기분 걸로 내구 스트레스 때문 이상 건지 저희 삼촌 정신 이상 정신 병원 저희 고모 정신 친구 말다툼 때문 길거리 듯이 운적 수학 문제 손톱자국 반애 이상 별거 불안 사춘기 또래 증상 뭔가요 별거 불안 정신 이상 건가요 생각 극단 생각 행동 무기력 피곤 부정 해결 사춘기 때문
1657,2,우울증 건가요 군대 저희 오빠 우울증 상담 시작 주차 걸로 신경 정신 상담 결과 다음 신경 정신과 진료 신경 안정제 주치 처방 우울증 우울증 건가요 저희 오빠 무엇 편지 페이스북 대화 신경 도움 구체 우울증 도움 전화 메신저 얘기 용기 긍정 생각 격려 도움 조언 부탁
1658,3,향정 신성 의약품 페니 미혼 남성 우울증 때문 페니 복용 페니 상황 발기 페니 특성 과다복용 내성 나중 중독 부작용 복용 초기 과다 복용 내성 처음 효과 효과 정신 의사 페니 처방 부탁 처방 가정 학과 사정 주일 의사 페니 처방 주일 가정 학과 하루 문제 나중 부작용 페니 기분 지고 흥분 흥분 티비 프로 생각 마약 중독자 페니 복용 사망 확률 정도 페니 질문 여자 성관 계시 정액 사정 순간 흥분 나머지 시간 동안 흥분 성격 소극 내성 자신 부족 겁니까
1659,6,우울증 건망증 우울증 최근 주민 등록증 분실 핸드폰 핸드폰 부금 건망증 우울증 관계
1660,1,컴퓨터 중독 해결 방법 컴퓨터 중독 자기 중독 성적 성격 컴퓨터 성격 신경질 내고 컴퓨터 누나 그거 때문 컴퓨터 눈앞 박살 다음 엄마 컴퓨터 방학 부모 하루 시간 기본 신경질 컴퓨터 동생 컴퓨터 자기 중독 정상 입장 중독 지금 학교 부테 지금 컴퓨터 고요
1661,1,대인 기피 사람 사람 주변 사람 사람 대화 이거 대인 기피 요즘 버스 백화점 학교 생각 거기 기분 가족 친구 상대 이거
1662,2,우울증 건가요 최근 횟수 평소 식욕 뭔가 무엇 스트레스 스트레스
1663,4,몽유병 기억 하나 부모 새벽 안방 부모 이상 제방 부모 이름 제방 공포 영화 몽유병 몽유병 치료 건가요
1664,2,조울증 고민 안녕 학생 후반기 학교 집안 사정 때문 이사 버스 순간 왕복 시간 시간 친구 친구 소통 카카오스토리 페이스북 인터넷 포털 사이트 친구 거기 거기 애니 애니 게임 게임 외로움 이번 여름 방학 조울증 기분 콧노래 부모 개학 애니 현실 여자 학교 공학 여자 대화 망상 수업 시간 망상 과민성 대장 증후군 아침 교시 학원 복통 학원 기분 사람 눈물 사람 관심 용돈 친구 사고 심리학 관심 관련 학원 체육관 수설 요점 결론 조울증 자살 살인 충동 망상 하루 시간 휴식 학원 숙제 마당 기분
1665,3,아무것 현실 부정 우울증 무기력증 행복 보통 불면증 하루 이틀 배고픔 아무것 체중 남일 생각 지경 이해 동안 태산 주변 사람 연락 정신 기분 마음 반복 마음 치료 어디
1666,1,성인 약물 치료 가능 조용한 약물 치료 진척 집중 생각 그걸 주변 약물 생각 약물 적응 방법 일상 생활 집중 뭔가 수준 집중 항목 정도 약물 시험 며칠 약물 약물 방법 섭취 동안 느낌 느낌 약도 타로 동안 증상
1667,2,이상 우울증 병원 지식인 일간 스트레스 증상 초점 느낌 그거 말수 식욕 불안 아침 시근 불안 증세 무기력 일간 학교 씨방 증세 예전 저혈압 답변 느낌 때문
1668,5,우울증 인데 교정 교정 개월 이지나 구요 사실 소리 기아 소리 정도 인지 눈물 하루 수십 생각 정도 심리 상담 걸까요 생각 이상 한글
1669,5,우울증 복용 자살 충동 인터넷 서핑 자료 바탕 비교 지문 정도 결과 자살 충동 우울증 결과 결과 병원 치료 우울증 복용
1670,1,스트레스 대학교 학년 학생 스트레스 다음 학기 질문 사람 얘기 친구 친구 생각 때문 동안 두통 이레 학기 즈음 느낌 느낌 도피 느낌 방학 이번 가슴 느낌 신음 소리 여기 눈물 스트레스 목구멍 근육 영양실조 가슴 느낌 스트레스 조절 건가요 정신과 심리치료 센터 방문 나중 이익 걱정 약국 인터넷 검색 정신 부작용 부작용 경험
1671,2,알콜 고교 졸업 아들 대학 시작 담배 시작 처음 대학 이해 야단 횟수 군대 친구 거절 술자리 혼자 모습 걱정 이만저만 필름 모습 나이라 병원 입원 병원 입원 부작용 염려 본인 상의 병원 입원 부모 걱정 자식 결정 부모 마음 현명 조언
1672,4,결벽증 여학생 자퇴 하루 종일 결벽증 생각 정도 타입 부분 집착 세균 음식 정도 관심 옛날 청결 한편 시골 흙바닥 거품 샤워 하루 샤워 타올 사용 머리 하루 샤워 시간 분정 화장실 바닥 맨발 만약 신발 신경 수영장 해수욕장 샤워 공중화장실 건조 바닥 조금 물기 습기 신발 정도 신경 바닥 먼지 습기 건조 쇼파 쇼파 의자 나무 담요 이상 샤워 때물 일상 생활 습기 물병 물방울 수건 등등 주변 정리 성격 책상 물티슈 필기구 물티슈 휴지 구요 성격 피부과 하루 거품 샤워 결벽증 때문 피부 건조 피딱지 피부과 거품 샤워 주일 샤워 증상 결벽증
1673,3,우울증 조울증 감정 기복 증상 병원 하나 정도 친구 마음 한마디 그게 한참 자기 생각 기분 순간 기분 성질 이게 머릿속 이유 사람 목표 텐데 생각 미련 사람 생각 인생 사람 가치 등등 공감 인생 차이 죽음 이야기 생각 생각 생각 다고 생각 생각 문제 기분 지장 정도 기분 행복 생각 기분 이유 반복 병원
1674,2,게임 중독 여자 친구 반년 여자 친구 게임 지금 이해 하루 종일 게임 게임 일상 생활 지장 게임 게임 자제력 게임 사람 이제 만사 수퍼 하루 종일 게임 휴학 상태 학기 대학교 복학 압박감 학교 스트레스 때문 현실 자기 설득 하루 시간 이상 게임 외부 생활 운동 운동 여자 친구 예전 정상 생활 압박감 학교 스트레스 때문 사람 게임 요즘 만사 아무것
1675,2,은둔 생활 정신 치료 사람 은둔 생활 행동 상처 엄마 행동 상처 혼자 머리 걱정 상상 주눅 사람 공감 사람 사람 주위 무시 사람 대부분 가족 상처 세상 기분 심리치료 정신과 치료비 부담
1676,5,건망증 느낌 건망증 이번 건망증 때문 정도 걱정 순간순간 얘기 다반 사고 샴푸 린스 경우 금붕어 시간 초도 일상 대화 수업 내용 수업 녹음 기억 일상 메모 메모 메모 메모 진심 하루 메모지 메모 기억 처리 메모 겨를 이번 회의감 사이 건망증 예전 걱정
1677,4,건망증 가요 안녕 학생 건망증 주관 생각 물건 어디 머리 고래 하나 친구 친구 친구 적도 아빠 전날 생각 정신 상담 오바 가요 답변 부탁
1678,2,성격 분열 성격 장애 남자 세계 친구 이상 누군가 무리 친구 여행 애기 친구 배신 인간 관계 생일 명절 안부 인맥 순간 인간 관계 자체 회의감 시작 누군가 욕구 자체 누군가 필요 이상 관여 불편 혼자 혼자 가족 관계 만큼 소원 요즘 한태 감정 정도 정서 무감각 예전 정도 뭔가 인생 최악 불편 자신 자신 상담 한편 생각 마음 여기 상담
1679,2,우울증 증상 우울증 호르몬 문제 문제 부족 우울증 과도 분비 건지 부족 건지 우울증 근본 능력 건지 자신 마인드 외로움 우울 건지 우울 이유 우리 나라 남자 우울증 증상 여자 남여 누가 우울 증상
1680,2,증후군 어디 치료 안녕 고등학교 학년 집중력 과외 집중 공부 집중 걱정 증후군 증상 가지 그거 검사 증후군 후천 병원 의원 아무데 건가요 어린이 성인 나이 증후군 약물 치료 치료 나이 해당 감사
1681,3,이유 우울 날씨 때문 짜증 우울 별거 요즘 사람 돌멩이 우울 우울 아무 느낌 우울 듯이 주변 사람 질투 생각 다섯 정도 증상 지속 증상
1682,1,컴퓨터 중독 컴퓨터 중독 남자 순간 컴퓨터 의자 자신 발견 다짐 이놈 컴퓨터 때문 사회생활 대인 관계 완전 엉망 진창 앞날 준비 시기 제자리걸음 자기 눈물 나약 의지 혼자 무리 형편 센터 도움 곤란 공짜 부산 사하구 지식 허리 부탁 정신 방법
1683,2,주의력 결핍 주의력 부족 질환 수준 병원 질문 영화 수업 혼자 뭔가 집중 정신 뉴스 검색 문제 정신 도로 능률 정신 수업 시간 교수 공지 사항 집중 머릿속 종이 글자 상태 상태 경우 건가요 이거 병원 진료 필요 사안
1684,4,기억력 문제 나이 기억력 문제 증상 순간 내용 다섯 시간 동안 학교 등교 미국 나무 사람 이름 전화 번호 대부분 기억 전화 번호 누가 숫자 정도 개월 동안 아이 아이 이름 남짓 정도 주일 동안 학원 단어 생각 말문 과일 시간 정도 기억 주변 샤워 동안 샤워 뭐뭐 분도 누군가 약속 기억 달력 표시 표시 달력 약속 문제 물건 대화 무엇 사람 질문 증상 순간 무엇 기억 순식간 오해 정도 증상 지금 동안 생각 기억 머리 관계 교통사고 정도 머리 창문 유리 유리 머리 모양 교통사고 머리 병원 초등 학교 학년 계단 난간 장난 높이 계단 기절 병원 의사 선생 머리 검사 엄마 개월 동안 정도 허리 두통 기억 장기 엄마 병원 시간 기억력 문제 이후 조금 기억 문제 지금 지장 동료 바보 별명 포맷 정도 남자 친구 걱정 정도 건망증 머리 사고 이후 부분 기억 상실 초등 학교 저학년 요리 찌개 종류 반찬 사고 이후 엄마 청소 요리 아무것 기억 처음 학원 반년 이상 친구 아이 기억 학원 기억 엄마 학원 사고 학원 선천 머리 기억력 유치원 엄마 극성 구구단 시간 학원 초등 학교 언니 오빠 성적 우수 초등 학교 학원 영재 영단 분만 암기 정도 기억력 기억력 고등 학생 시절 미국 전교 시간 암기 시간 듯이 공부 성인 일상 생활 영향 이상 주일 기억 상처 추억 병원 검사 문의 가족 이야기 도움 상황 상황 걱정 증상 단순 망증 손상 문제 답변
1685,1,기억 별거 생각 전날 방금 행동 기억 단어 기억 전날 친구 행동 기억 행동 단어 기억 이유 병원 정신 병원 하나
1686,1,무기력 우울 무기력 우울 반년 정도 식욕 하나 배고픔 개월 다음 시간 끼니 행위 자체 짜증 식습관 규칙 생활 생리 건강 느낌 소화 행복 가족 친구 애인 처음 의지 문제 생각 이제 아침 우울 눈물 기분 예전 이제 반년 정도 우울 이유 나이 직장 무기력 아무 얘기 친구 얘기 의미 부모 마음 애인 사랑 모습 아무 이유 이유 시간 생각 오랫동안 이게 우울 건지 뭔지 수면 시간 예전 동면 정도 요새 자면 시간 보통 시간 정도 자다
1687,2,중독 인문 학생 이번 방학 피파 중독 하루 시간 기본 아침 설거지 집안 청소 샤워 피파 시간 시간 질려 그게 시간 시간 인강 시간 피파 인강 피파 학원 학원 다음 피파 동생 시간 부족 수학 공부 시간 개학
1688,3,어머니 부증 어머니 부증 시작 중학교 학년 거진 처음 재가 그때 아파트 그때 저희 어머니 부증 이웃 사이 이사 저희 어머니 아버지 가게 운영 저희 어머니 옆집 미용실 아줌마 그분 저희 아버지 불륜 말씀 그때 미용실 아주머니 그때 당시 저희 아빠 여자 저희 어머니 미용실 아주머니 저희 아빠 미용실 아주머니 유전자 검사 저희 아버지 미용실 아주머니 그때 저희 엄마 얼굴 그때 외할머니 외삼촌 저희 어머니 세월 그때 이후 저희 아버지 어머니 사이 이젠 대화 아버지 지방 아빠 국내 유명 그룹 부회장 과거 얘길 납득 얘기 음모 자기 옛날 혼수 상태 그때 저희 아버지 옛날 동생 저희 자기 자식 저희 기억 하나 여럿 동물원 놀이 공원 해수욕장 기억 아버지 자기 망상 현실 인지 정신 병원 저번 그때 저희 아버지 자기 거기 이번 자신 의부증 인지 자기 생각 사실 생각 저희 어머니 중학교 학년 고생 혼자 저희 가족 정도 그때 아빠 아버지 그때 당시 저희 어머니 맘고생 정신 저희 어머니 생각 미안 옛날 저희 어머니 저희 아버지 마음 고생 사이 노릇 하나
1689,5,건망증 확인 부탁 건망증 시간 절차 윗선 사람 외출 사람 나중 이상 사람 자리 직원 사람 저녁 얘기 생각 얼마 생각 주위 사람 바보 인증 일화 직원 지시 혼자 인기척 직원 어딜 생각 전화 직원 직원 아차 실수 시행 퇴근 다짐 업무 적용 시행 실수 하나 생각 자체 단순 지엽 연결 첫째 조카 감기 둘째 조카 건강 그걸 둘째 조카 음료 이건 건망증 관련 서류 날짜 토요일 오늘 인식 나중 직원 서류 토요일 얘기 건데 고민 집중 주의 노력 건망증 때문 직장 문제 자괴감 리셋 제자리걸음 전문 지식 대답 가요 병원 병원
1690,4,불안 우울증 항우울제 프로작 사회생활 연명 사람 연락 불안 자살 생각 기절 상태 수면제 시간 사람 과대망상
1691,1,컴퓨터 중독 하루 시간 시간 정도 중학생 게임 시간 일러스트 포토샵 시간 가족 컴퓨터 중독 컴퓨터 중독자 하루 게임 시간 게임 포토샵 시간 정도 중독자
1692,3,게임 중독 게임 예전 성적 네이버 검색 의사 선생 답변 게임 중독 확인 방법 가지 감사 내공을 저이 아빠 아이디
1693,2,권투 안녕 약물 복용 주전 약물 집중 체력 약물 지적 운동 정신 사람 정도 복용 정상 공부 운동 집중 지적 세상 복용
1694,4,성인 치료 안녕 성인 질문 지금 과정 생각 병원 검사 성인 주의 이해력 물건 머릿속 느낌 머릿속 지우개 느낌 머리 생각 사회생활 적응 처리 때문 스트레스 군대 생활 적응 기간 고생 질문 요약 약물 치료 증상 호전 의존 건가요 상황 성인 치료 호전 치료 지금
1695,2,알콜 중독 나이 올해 한잔 한잔 병식 취업 스트레스 때문 핑계 취업 두병 정도 지인 지인 생각 겁니다 회사 자랑 전문 치료
1696,1,자살 최선 안녕 남자 대학생 필요 존재 회의감 주위 행복 연애 친구 여행 연애 친구 혼자 생각 부모 생각 오늘 고등학교 공부 소리 국립대 합격 포기 사립대 장학금 정도 이학교 시험 결과 공부 생각 용기 공부 축구 부도 단련 신경 장염 체질 정맥류 의심 진단 회의감 세상 혼자 하나 생각 친구 애인 부모 하루 생각 눈물 하나 사람 사람 다행 마음 걸까요
1697,2,페니 정신과 처방 증상 정신 상담 신경외과 정형외과 처방
1698,5,건망증 관련 병원 마지막 건망증 기억 머릿속 단서 중간 부분 기억 반바지 반팔 기억 무늬 재질 이상 증세 식욕 음식 폭식 사이 식욕 편두통 계단 높이 가늠 다리 생리통 주의력 집중력 이젠 페이지 성격 과민 반응 짜증 개월 사이 건망증 관련 오랫동안 단서 아무것 물건 어딜 어디 기억 방향치 길치 건망증 이젠 기억 답변 부탁 자학 증세 흉터 짜증 주위 언성 짜증 고통 고통 신경 짜증 일시 짜증 자신 행동 손톱 손목 주먹 정도 증거 정도 정도
1699,2,기억 안녕 여학생 고민 주위 생각 정도 기억 전화 전화 구분 중요 기억 다짐 기억 생각 남자 친구 기억 단순 망증 주위 병원 권유 기억 주위 사람 관계 사랑 사람 추억 걸까요
1700,4,우울 증상 안녕 대학교 재학 학생 우울증 의심 조언 생각 하루 종일 우울 현재 극복 상태 생각 우울 과거 생각 립니 우유부단 결정 이쪽 저쪽 확신 무언가 별일 그걸 기분 이유 기분 하늘 듯이 울적 걱정 불안 자신 눈치 미래 비관 집중 무심 매사 남자 친구 생각 생각 남자 친구 관계 걱정 문제 생각 관계 상상 죽음 생각 생각 시나리오 다툼 슬픔 눈물 숨쉬기 기분 목구멍 혼자 오해 갈등 자신 필요 가치 생각 최근 며칠 사이 규칙 문제 하루 이틀 피곤 약속 학교 지각 약속 지각 마음 불안 감정 증상 중학교 지각 고등학교 자신 피해자 경향 별일 혼자 상처 사람 생각 사람 이유 생각 마음 얘기 대신 반대 경우 호의 경우 노래 집착 가사 집착 이유 눈물 기분 감정 눈물 문제 이유 증상 이상 지금 음주 흡연 의지 정도 기분 유혹 남자 친구 건강 생각 흡연 의지 생각 경우 생각 내일 정도 정도 생각 문제 생각 이듭 남자 친구 불안 자신 우울 성격 학교 상담 센터 다면 성검사 내향 우울 얘길 우울증 생각 우울증 조치
1701,3,게임 중독 치료 동생 게임 중독 게임 처음 남자 게임 사춘기 분모 욕동 폭력 엄마 유일 게임 아빠 대감 오랜만 학교 거부 학교 대신 컴퓨터 학교 거리 그날 선언 그때 아빠 컴퓨터 출근 집안 난장판 아빠 정도 그게 부모 주려 동생 그걸 이용 요구 회유 강경 동생 상답 받개 그게 협박 치료 컴퓨터 거부 그쪽 애서 부모 네이버 현실 조언
1702,3,게임 중독 안녕 나이 게임 게임 중독 테스트 증상 성격 보통 게임 중독 게임 게임 유튜브 영상 정도 시간 게임 시간 평일 시간 시간 정도 주말 시간 시간 정도 매일 게임 중독 시간 증상
1703,2,요새 기억 기억 기억 이틀 요새 기억 기억 기억 이틀 필름 이해 누구 통화 새벽 요새 피곤 힌지 기억 걱정 정성 답변 전화 상담
1704,2,다이어트 우울증 극복 다이어트 주변 사람 비교 모습 스트레스 시작 작심 일만 반복 본격 시작 우울증 오늘 무단 하루 종일 평소 스트레스 다이어트 병행 일상 생활 지경 정신 병원 정도 정도 상태 극단 생각
1705,2,우울증 작년 학교 폭력 자퇴 이번 검정고시 학생 자퇴 부모 걱정 사람 이야기 상담 선생 아무 마음 엄마 이야기 엄마 결국 혼자 마음속 정신 정신 검정고시 시험 코앞 공부 시간 시간 정신
1706,4,순간 기억 증상 초전 생각 기억 사라 저서 결국 생각 초전 누구 얘긴데 누가 기억 이거 건망증 이것 생각
1707,1,우울 과식 폭식 무기력 행동 하나 하나 실망 건지 건지 때문 건지 재미 기력 소화 하루 종일 후회 짜증 가족 걸까요 욕심 동생 엄마 아빠 텐데 달전 그때 아빠 엄마 무시 버릇 한편 무시 관심 외로움 우울 짜증 욕심 비만 두려움 때문 과식 폭식 경향
1708,2,자살 정신 치료 대학생 게임 평소 게임 부모 갈등 군대 오늘 잔소리 말씀 자살 생각 용기 실천 지금 자신 결국 아버지 정신 치료 효과 걱정 평소 고민거리 친구 트러블 농담 이유 하나 느낌 문제 답변 정신 전문가 부탁
1709,1,주의력 부족 직장 앞사람 저거 저거 이거 이거 사람 저거 사람 애기 한참 생각 기억 편의점 라면 사람 이거 주일 라면 나이 사람 저번 이거 한참 생각 생각 주의력 부족 정신 사람 집중 사람 생각 생각 나이 초반
1710,2,기억 고민 안녕 신체 건강 남성 질병 말씀 피부병 제대 지금 베이트 스테로이드 문제 기억 주량 정도 요즘 개월 정도 다음 기억 지인 가족 얘기 행동 정도 기억 과정 필름 기억 고민 기억력 문제 연계 친구 여자 친구 기억 달전 공연 콘서트 기억 어디 문제 나이 증상 고민 답변 부탁
1711,4,난독증 고등학교 대학교 모범 정도 공부 대학교 학년 난독증 증세 글자 단어 단어 음식점 간판 단어 경우 경우 문제 생각 문제 대학교 단어 경우 단어 생각 부분 현재 문제 때문 직장 문제 데이터 기입 일정 날짜 시간 경우 야지 생각 확인 경우 업무 지장 요새 문제 사람 요지 이해력 건지 상대방 가지 지시 가지 상대방 집중 상대방 부분 난독증 증세 이해력 주의력 건지 지식인
1712,4,우울증 재발 우울증 정도 약물 치료 감정 조절 의존 감정 중단 우울 흥분 병원 처방 중단 우울 감정 조절 걱정 생각 하루하루 걸까요 필요 우울증 재발 가요 걱정
1713,3,기억 성격 최근 기억 주변 사람 분명 소리 당황 기억 기억력 문제 건가 걱정 최근 정상 걱정 답변 부탁
1714,4,우울증 몸살 신체 가요 몸살 질병 동네 병원 감기 몸살 처방 복용 며칠 동안 고생 주기 주일 증상 상체 근육통 머리 생각 마스크 여름 에어컨 바람 몸살 고생 대학 병원 혈액 검사 복부 초음파 갑상선 검사 대학 병원 검사 과정 폐암 의심 진단 촬영 결과 이상 신경 정신과 복용 복용 반복 요즈음 개월 하루 복용 등산 시간 정도 다음 아침 몸살 고요 조절 우울증 신체 고통 질병 요즈음 삼복더위 선풍기 전기요 요즈음 근육통 박사 정확 답변
1715,3,성인 아침 뉴스 성인 처음 충동 이직 주의력 결핍 이야기 다혈질 직업 때문 진단 경우 치료 병원 가능 애초 병원 시간 해결 방법
1716,3,기억 안녕 대학 수시 준비 수시 시간 수업 내용 내용 지식 내용 건지 기억 부분 숙제 오늘 숙제 내용 한참 생각 만큼 기억 그젠지 오늘 주변 불편 불안 일기 일기장 생각 생각 오늘 생각 한달전 내용 오늘 토막토막 일순간 기억 진심 생각 얼마 생각 불안 기억 불안 이게 스마트폰 걸까요 요즘 공부 스트레스 그것 때문
1717,1,중독 나이 공익 사무직 컴퓨터 컴퓨터 분만 머리 제정신 해결
1718,2,우울증 부모 일방 아빠 폭행 방안 혼자 언니 지제 소극 아빠 엄마 언니 엄마 문제 상황 생각 때문 나중 건지 건지 대부분 우울 겉모습 손목 정도 그것 손등 샤프 걸로 옛날 자살 시도 계획도 주변 사람 주변 사람 우울증 만약 우울증 우울증 종류 신경 정신 보호자 하나 참고 올해
1719,1,우울증 안녕 여대생 동안 외국 유학 유학 생활 때문 외로움 우울 혼자 유학 생활 때문 동안 혼자 순간 방학 한국 방학 외국 학교 생활 걱정 병원 혼란 이유 죄책감 마음 느낌 걱정 친구 가족 내색 시간 마음 외국 남자 친구 친구 마음 이해 마음 친구 무뚝뚝 상황 상황
1720,5,공황 증상 저번 금요일 가슴 가슴 두근거림 지속 발작 요통 다리 상반신 최근 골절 수술 허리 휴직 건강 염려 이게 원인 심전 갑상선 진증 검사 정상 지금 대중교통 이용 두근거림 지속 일전 세기 가슴 다리 현재 마음 스트레스 후회 생각 긍정 노력 공황 증상 경우 약물 치료 필요 약물 치료 경우 가슴 두근거림 다리
1721,5,폐소 공포증 엘리베이터 누군가 불안 정서 불안 증상 상황 증상 대학교 수업 혼자 수업 누군가 불안 정서 불안 원인 공포감 시간 기계 생각 다리 그거 기계 결국 공포 고개 사람 장소 상태 지속 하나 상태 지속 이건 군대 이후 증상 정확 지정 건지 보통 사람 건지 만약 일반 증상 치료 필요 병원 진료
1722,2,공황 장애 머리 눈물 원인 하루 시간 동안 느낌 공허 느낌 일차 새벽 저녁 시간 동안 회사 정도 평소 스트레스 때문 증상 자연 치유 동안 자문 부탁
1723,3,정리 정돈 집착 강박 증인 가요 평소 청소 가정 청소 사람 제외 나머지 가족 환자 경악 수준 청소 아침 상태 일쑤 스트레스 가족 한마디 본능 친구 휴지 쓰레기통 짜증 자타 공인 청소 집착 평소 색깔 순서 정리 집착 정리 강박
1724,6,강박 증인 가요 가스 현관 확인 열쇠 그게 자기 소거 소리 계속
1725,1,우울증 대처 언제 우울 식욕 얘기 퇴근 아무것 주말 무기력 아무것 세상 생각 우울증 의존 취미 말씀 사절 가지 취미 사람 우울
1726,3,불안 증세 건가요 학교 교실 시선 거기 오름 한마디 누가 하나 하나 자신 제어 옛날 기억 누가 누군가 잔소리 심장 듯이 증상 눈물 스트레스 때문 병원 이번
1727,3,정신 안녕 질문 사람 단체 생활 어려움 내방 장소 불편 대화 언어 실력 퇴화 느낌 기억 시작 작업 공부 최근 집중 감정 기복 자해 자기 비하 목숨 생각 걸로 살인 충동 시작 대략 해결 사례 상담 해결 어디 병원 의사 선생 사람 걸로 소리 사람 병원 부작용 정도 증상 상담 병원 검색 항우울제 방법
1728,4,이거 불안증 저희 아이 중학생 시험 긴장 안쪽 버릇 고등학교 공부 안쪽 자기 집중 의식 이거 불안증 병원 걸까요
1729,2,우울증 저번 사람 이유 짜증 기분 부정 생각 누가 이걸 부모 말씀 우울증 우울증 병원 병원 걱정 특별 반응 말씀 관리
1730,6,고소공포증 고소공포증 뜀틀 운동 기구 에스컬레이터 불안 에스컬레이터 손잡이 운전 면허 생각 사고 자전거 고소공포증 치료
1731,4,정신 상담 안녕 정신 상담 용기 인근 대학 병원 예약 지금 내일 상담 날짜 가도 생각 보통 사람 생각 보통 사람 우울 우울 산책 기분 뭔가 행위 상담 이유 트라우마 트라우마 불안 증세 쉐보레 저차 정도 마음가짐 전부 생각 마음 당장 당장 만큼 마인 컨트롤 병원 대학 병원 뭔가 테스트 절차 진료비 환자 테스트 걸까요 환자 걸까요 병원 생각 예상 중증 예상 처방
1732,3,불안증 안녕 개월 불안증 계속 상태 불안증 일상 용품 석면 뭔가 사고 생각 일상 상상 생각 수험 생활 공부 집중 병원 방문 약물 치료 방법 약물 치료 기록 병원 상담 호전 경우
1733,4,불안증 안녕 고등학교 학년 걱정 베란다 유리창 티비 소리 피해 아버지 심장 마비 등등 걱정 택배 배송지 불안 작성 이것 때문 식욕 부진 불면증 걱정 걱정 방법
1734,4,심리 불안 안녕 여성 특정 상황 인물 불안감 옆집 거주 남성 직업 사람 아침 담배 제게 위해 행동 인사 정도 인사 인사 상황 최근 며칠 사이 불안 생각 심장 심리 불안 상담
1735,3,가면 우울증 기준 여중 친구 모습 우울 기분 커튼 방문 노래 이어폰 노트 누가 이상 그림 발생 손목 행동 방금 계속 가면 우울증
1736,5,계절 우울증 병원 필요 가을 겨울 무기력증 우울증 증세 우울증 증세 초반 정도 자해 습관 자살 생각 매일 정도 나이 중학생 부모 우울증 증세 병원 지금 정도 가을 겨울 무기력증 우울증 증세 여름 긍정 성격 생활 가을 겨울 일시 병원 이것 병원 건가요
1737,2,지속 우울 재수 생활 시기 재수 능력 생각 아무것 무기력 증상 정도 계속 대학 결과 상황 생각 식욕 한달전 잠망 핸드폰 게임 친구 아무것 생각 뭔가 생각 실천 실천 모습 능력 생각 싫증 시작 누구 지금 상태 병원 비용 문제 가슴 능력
1738,5,강박 증상 뭔가요 강박 화장실 전등 화장실 반복 무시 마음 불편 이거 강박 증인 가요 강박 해결
1739,4,강박 치료 해결 안녕 여자 아이 엄마 우리 아이 강박 강박 치료 의사 조언
